"cpsigen","cpsa3","cpsg1","cpso11","cpsa2"
NA,"d.k.","somewhat favour","canada","very likely"
"male","d.k.","somewhat favour","canada","somewhatunlikely"
"female","conservative","somewhat favour","other asia","very likely"
"female","other","verymuch opposed","canada","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","somewhat likely"
"male","reform","verymuch opposed","canada","very likely"
"male","reform","verymuch favour","u.s.a.","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","conservative","somewhat favour","germany","very likely"
"female","conservative","somewhat favour","u.k.,ireland","very likely"
"male","conservative","verymuch opposed","canada","very likely"
"female","d.k.","somewhat opposed","canada","very likely"
"male","conservative","somewhat opposed","italy","very likely"
"female","other","somewhat opposed","canada","very unlikely"
NA,"ndp","somewhat opposed","u.s.a.","very likely"
"male","conservative","somewhat favour","canada","very likely"
"female","d.k.","somewhat opposed","u.s.a.","somewhat likely"
"female","reform","verymuch opposed","canada","very likely"
"female","conservative","somewhat opposed","u.k.,ireland","very likely"
"female","conservative","somewhat opposed","other asia","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","conservative","verymuch opposed","canada","somewhat likely"
"male","reform","verymuch opposed","canada","very likely"
"male","reform","somewhat opposed","canada","very likely"
"female","liberal","verymuch opposed","poland","somewhat likely"
NA,"d.k.","verymuch opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"male","conservative","somewhat favour","canada","very likely"
NA,"conservative","somewhat favour","canada","very likely"
NA,"d.k.","somewhat opposed","canada","somewhat likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","liberal","verymuch favour","canada","very likely"
"female","reform","somewhat opposed","canada","very likely"
"female","conservative","somewhat favour","canada","very likely"
"female","refused","somewhat opposed","canada","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","somewhatunlikely"
"female","will not vote","verymuch opposed","canada","very unlikely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","d.k.","verymuch favour","canada","very likely"
"female","liberal","somewhat opposed","u.k.,ireland","very likely"
"female","ndp","verymuch opposed","germany","very likely"
"female","refused","somewhat opposed","canada","very unlikely"
"female","d.k.","somewhat favour","canada","very likely"
NA,"reform","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
NA,"reform","verymuch opposed","canada","very likely"
"male","conservative","verymuch favour","canada","very likely"
"female","ndp","verymuch opposed","canada","very likely"
"female","reform","somewhat opposed","canada","very likely"
"female","ndp","somewhat favour","canada","somewhat likely"
"male","conservative","somewhat favour","canada","very likely"
NA,"reform","somewhat favour","canada","very likely"
"male","conservative","somewhat opposed","canada","very likely"
"male","ndp","d.k.","canada","very likely"
"female","d.k.","somewhat opposed","u.k.,ireland","very likely"
"female","d.k.","somewhat favour","canada","very likely"
NA,"liberal","somewhat favour","canada","very unlikely"
"female","other","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","u.k.,ireland","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","reform","somewhat opposed","canada","very likely"
"female","ndp","somewhat favour","canada","very likely"
"male","d.k.","somewhat opposed","canada","somewhat likely"
"male","d.k.","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"male","conservative","verymuch opposed","canada","very unlikely"
"female","conservative","verymuch opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"female","conservative","somewhat favour","canada","very likely"
"female","conservative","verymuch opposed","canada","very likely"
"female","refused","verymuch opposed","france","very likely"
"female","other","verymuch opposed","canada","very likely"
"female","conservative","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"female","ndp","verymuch opposed","canada","very likely"
"female","conservative","somewhat favour","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"male","reform","somewhat favour","u.k.,ireland","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"female","d.k.","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","somewhat likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","ndp","somewhat favour","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"male","conservative","verymuch opposed","u.k.,ireland","very likely"
"female","d.k.","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","somewhat likely"
"female","other","verymuch opposed","canada","very likely"
"male","reform","somewhat favour","canada","very likely"
"female","reform","somewhat opposed","canada","very likely"
NA,"conservative","verymuch opposed","canada","very likely"
"male","conservative","d.k.","canada","very likely"
"female","liberal","somewhat favour","canada","very likely"
"female","reform","verymuch opposed","canada","somewhat likely"
"male","reform","somewhat opposed","other","somewhat likely"
NA,"liberal","somewhat opposed","other asia","very likely"
"male","reform","somewhat opposed","canada","somewhatunlikely"
"female","d.k.","somewhat favour","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","somewhat likely"
"male","refused","somewhat favour","canada","very likely"
NA,"d.k.","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","somewhat likely"
"female","d.k.","somewhat opposed","china/hong kong","somewhat likely"
NA,"none","verymuch favour","u.k.,ireland","very likely"
"female","d.k.","verymuch opposed","germany","very likely"
"female","liberal","verymuch opposed","china/hong kong","somewhat likely"
"male","liberal","somewhat favour","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"female","ndp","verymuch opposed","other european","very likely"
"male","reform","verymuch opposed","canada","very likely"
"female","other","somewhat favour","canada","somewhat likely"
NA,"d.k.","verymuch opposed","hungary","very likely"
"female","conservative","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","africa","very likely"
"male","liberal","verymuch opposed","canada","very likely"
NA,"other","somewhat favour","canada","very likely"
"male","d.k.","verymuch opposed","canada","somewhat likely"
"female","reform","verymuch opposed","china/hong kong","very likely"
"female","liberal","somewhat favour","other european","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","somewhat likely"
"female","d.k.","somewhat opposed","canada","very likely"
"male","liberal","verymuch opposed","canada","very likely"
"male","reform","somewhat opposed","u.k.,ireland","very likely"
"female","reform","somewhat opposed","canada","very likely"
"female","ndp","somewhat opposed","canada","very likely"
"female","other","verymuch opposed","canada","very unlikely"
"female","liberal","verymuch opposed","canada","very likely"
"female","liberal","somewhat favour","canada","very likely"
"female","d.k.","verymuch opposed","other european","very likely"
"female","d.k.","somewhat favour","canada","very likely"
"female","d.k.","somewhat favour","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
NA,"reform","verymuch opposed","canada","very likely"
"female","reform","somewhat opposed","canada","very likely"
"female","ndp","somewhat favour","midsouth america","very likely"
"male","liberal","verymuch opposed","india","somewhat likely"
"female","none","verymuch opposed","canada","very unlikely"
"female","reform","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
NA,"d.k.","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"male","liberal","somewhat opposed","canada","very likely"
"male","d.k.","somewhat favour","canada","very likely"
"male","liberal","somewhat opposed","canada","very likely"
NA,"reform","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","india","very likely"
"female","conservative","verymuch favour","u.k.,ireland","very likely"
"female","conservative","verymuch opposed","canada","very likely"
NA,"refused","verymuch opposed","india","very likely"
"female","other","verymuch opposed","yugoslavia","very likely"
"male","liberal","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","liberal","somewhat favour","canada","somewhat likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","d.k.","somewhat opposed","canada","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"male","reform","somewhat opposed","other asia","very likely"
"female","d.k.","verymuch opposed","canada","somewhat likely"
NA,"ndp","verymuch opposed","canada","somewhat likely"
"female","d.k.","verymuch favour","canada","very likely"
"female","ndp","somewhat favour","greece","very likely"
"female","ndp","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"male","reform","somewhat opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
NA,"reform","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"female","liberal","somewhat favour","other european","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","reform","somewhat favour","canada","very likely"
"female","d.k.","somewhat opposed","u.k.,ireland","very likely"
"female","other","verymuch opposed","u.k.,ireland","very likely"
"female","ndp","verymuch opposed","u.k.,ireland","very likely"
"male","d.k.","verymuch opposed","other european","very likely"
"male","refused","somewhat favour","canada","very likely"
"male","reform","somewhat opposed","canada","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"female","ndp","somewhat opposed","u.k.,ireland","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"female","reform","somewhat opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"female","conservative","verymuch opposed","canada","very likely"
NA,"liberal","somewhat opposed","canada","very likely"
"male","liberal","somewhat favour","canada","very likely"
"male","liberal","verymuch opposed","canada","very likely"
"female","d.k.","somewhat favour","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","somewhat likely"
"female","reform","verymuch opposed","canada","very likely"
"male","liberal","somewhat opposed","canada","very likely"
NA,"reform","verymuch opposed","canada","very likely"
"female","ndp","verymuch opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"female","reform","somewhat favour","canada","very likely"
"female","reform","somewhat favour","canada","very likely"
"male","reform","verymuch opposed","canada","somewhatunlikely"
"female","ndp","verymuch opposed","hungary","very likely"
"male","d.k.","verymuch opposed","canada","very unlikely"
"female","liberal","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","somewhat likely"
"male","refused","verymuch opposed","canada","very unlikely"
"female","conservative","somewhat opposed","canada","very likely"
NA,"liberal","verymuch opposed","canada","very likely"
"male","ndp","verymuch opposed","u.s.a.","very likely"
"female","reform","verymuch favour","canada","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"female","none","verymuch opposed","canada","very likely"
"female","reform","somewhat favour","canada","very likely"
"female","conservative","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","liberal","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","other european","very likely"
"female","ndp","somewhat opposed","canada","very likely"
"female","refused","somewhat favour","canada","very likely"
"male","d.k.","verymuch opposed","canada","d.k."
"female","conservative","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","other","verymuch opposed","canada","very likely"
"male","d.k.","somewhat favour","canada","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
NA,"conservative","somewhat opposed","oceania","very likely"
"male","liberal","somewhat opposed","canada","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"female","reform","verymuch opposed","canada","very likely"
"female","other","verymuch opposed","greece","very likely"
"male","d.k.","verymuch opposed","china/hong kong","very likely"
"female","d.k.","verymuch opposed","other asia","very likely"
"female","refused","verymuch opposed","refused","very likely"
"female","liberal","somewhat opposed","canada","somewhat likely"
"male","liberal","verymuch opposed","canada","very likely"
"female","d.k.","somewhat opposed","canada","very likely"
"male","reform","somewhat opposed","canada","very likely"
NA,"conservative","verymuch opposed","canada","very likely"
"female","d.k.","somewhat favour","canada","very likely"
"male","d.k.","somewhat favour","u.k.,ireland","very likely"
"male","ndp","somewhat opposed","u.s.a.","very likely"
NA,"liberal","verymuch opposed","u.k.,ireland","very likely"
"female","d.k.","verymuch opposed","canada","somewhat likely"
"female","ndp","somewhat favour","canada","somewhat likely"
"female","d.k.","somewhat opposed","canada","very unlikely"
"female","reform","somewhat opposed","canada","somewhat likely"
"female","liberal","somewhat opposed","canada","very likely"
"female","conservative","somewhat favour","canada","somewhat likely"
"female","conservative","somewhat opposed","canada","somewhat likely"
"female","liberal","verymuch favour",NA,"very likely"
"female","d.k.","d.k.",NA,"somewhat likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
"female","d.k.","verymuch favour",NA,"very likely"
NA,"conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat favour",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"male","liberal","somewhat opposed",NA,"very likely"
"male","conservative","somewhat favour",NA,"very likely"
"male","d.k.","verymuch opposed",NA,"very likely"
"female","conservative","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,"ndp","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,"liberal","somewhat opposed",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"conservative","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","refused","verymuch opposed",NA,"very likely"
"female","refused","verymuch opposed",NA,"very likely"
"female","reform","verymuch opposed",NA,"very unlikely"
"female","conservative","verymuch opposed",NA,"somewhat likely"
NA,"liberal","verymuch opposed",NA,"very likely"
"female","other","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","reform","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"male","conservative","somewhat opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","verymuch favour",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"very likely"
"female","reform","somewhat opposed",NA,"very likely"
"female","refused","somewhat favour",NA,"very likely"
"female","reform","somewhat favour",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"female","refused","verymuch opposed",NA,"very unlikely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","conservative","somewhat favour",NA,"very likely"
NA,"liberal","somewhat opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","refused","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very likely"
"male","conservative","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","liberal","somewhat opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"somewhat likely"
"female","liberal","verymuch opposed",NA,"very unlikely"
"female","ndp","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","conservative","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch favour",NA,"very likely"
"female","refused","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","somewhat favour",NA,"very likely"
"male","d.k.","somewhat opposed",NA,"somewhat likely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"very likely"
NA,"liberal","somewhat favour",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
"female","will not vote","verymuch opposed",NA,"very unlikely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","will not vote","somewhat opposed",NA,"very unlikely"
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","reform","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","liberal","somewhat favour",NA,"very likely"
"female","conservative","somewhat favour",NA,"somewhatunlikely"
"female","liberal","verymuch opposed",NA,"very likely"
"female","refused","somewhat favour",NA,"very likely"
NA,"conservative","somewhat favour",NA,"very likely"
"female","ndp","verymuch opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"very likely"
"female","ndp","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","d.k.",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
"female","d.k.","d.k.",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat favour",NA,"very likely"
"female","conservative","verymuch opposed",NA,"very likely"
"male","reform","verymuch opposed",NA,"very unlikely"
"male","liberal","somewhat opposed",NA,"very likely"
"female","liberal","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","somewhat opposed",NA,"somewhat likely"
NA,"liberal","somewhat opposed",NA,"very likely"
"female","refused","verymuch opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"somewhat likely"
"female","liberal","somewhat opposed",NA,"very likely"
"female","conservative","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"somewhat likely"
"female","d.k.","somewhat opposed",NA,"very likely"
"female","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","liberal","verymuch opposed",NA,"very unlikely"
"female","d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","verymuch favour",NA,"very likely"
"female","refused","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"female","d.k.","somewhat opposed",NA,"somewhat likely"
"female","other","somewhat opposed",NA,"somewhat likely"
"female","d.k.","verymuch opposed",NA,"very likely"
"female","d.k.","d.k.",NA,"d.k."
NA,NA,NA,NA,NA
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","other","verymuch opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","d.k.",NA,"somewhat likely"
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","liberal","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"d.k.","verymuch opposed",NA,"somewhatunlikely"
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch favour",NA,"somewhat likely"
"female","other","verymuch opposed",NA,"very likely"
"female","will not vote","verymuch opposed",NA,"refused"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","d.k.","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch favour",NA,"very likely"
NA,"conservative","d.k.",NA,"very likely"
"female","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"liberal","somewhat opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","conservative","somewhat favour",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,"bloc quebecois","verymuch opposed",NA,"somewhat likely"
"male","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"d.k.","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"d.k.","somewhat opposed",NA,"very likely"
"male","will not vote","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","verymuch opposed",NA,"very likely"
"female","liberal","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
"male","will not vote","somewhat favour",NA,"somewhatunlikely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
"male","bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","liberal","somewhat favour",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"bloc quebecois","somewhat opposed",NA,"somewhat likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"female","d.k.","verymuch opposed",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
NA,"liberal","verymuch opposed",NA,"very likely"
"male","bloc quebecois","somewhat favour",NA,"very likely"
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"male","liberal","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","d.k.","somewhat favour",NA,"very likely"
NA,NA,NA,NA,NA
NA,"bloc quebecois","verymuch favour",NA,"very likely"
"male","d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"female","bloc quebecois","somewhat opposed",NA,"somewhat likely"
"male","bloc quebecois","verymuch opposed",NA,"somewhat likely"
NA,"bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,"liberal","verymuch opposed",NA,"very likely"
"male","bloc quebecois","somewhat opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","conservative","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"female","d.k.","d.k.",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"male","bloc quebecois","verymuch opposed",NA,"very likely"
"female","bloc quebecois","verymuch opposed",NA,"very likely"
"male","ndp","somewhat favour",NA,"very unlikely"
NA,NA,NA,NA,NA
"female","refused","verymuch opposed",NA,"somewhat likely"
NA,"d.k.","verymuch opposed",NA,"very likely"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
